time,day_of_week,location,is_holiday,weather_condition,total_slots,free_slots_4w,free_slots_2w,event_nearby
08:00-10:00,Thursday,"Manyata Tech Park, Hebbal",0,Windy,1700,366,180,0
06:00-08:00,Wednesday,Church Street,1,Sunny,500,50,128,0
02:00-04:00,Tuesday,Church Street,1,Sunny,500,74,77,1
20:00-22:00,Friday,Brigade Road,0,Windy,385,20,40,0
20:00-22:00,Monday,KR Market Parking Complex,0,Rainy,370,18,50,0
20:00-22:00,Saturday,"Orion Mall, Malleshwaram",0,Sunny,6200,590,91,0
18:00-20:00,Wednesday,KR Market Parking Complex,0,Cloudy,370,7,37,1
00:00-02:00,Tuesday,"International Tech Park (ITPL), Whitefield",1,Sunny,1400,401,184,0
08:00-10:00,Monday,"International Tech Park (ITPL), Whitefield",0,Windy,1400,154,51,1
02:00-04:00,Sunday,"Manyata Tech Park, Hebbal",1,Sunny,1700,274,140,0
10:00-12:00,Wednesday,Church Street,0,Windy,500,44,129,0
14:00-16:00,Friday,"Total Mall, Old Airport Road",0,Windy,300,19,36,1
18:00-20:00,Thursday,Citywide Parking Overview,0,Sunny,5300,319,909,0
16:00-18:00,Monday,Freedom Park,1,Sunny,1400,135,31,0
06:00-08:00,Monday,Jayanagar 4th Block,0,Windy,550,56,182,0
22:00-24:00,Tuesday,JC Road Multi-Level Parking,0,Cloudy,300,16,56,1
18:00-20:00,Saturday,Citywide Parking Overview,1,Windy,5300,106,546,1
06:00-08:00,Wednesday,Freedom Park,0,Windy,1400,209,95,1
04:00-06:00,Tuesday,JC Road Multi-Level Parking,0,Rainy,300,43,61,0
06:00-08:00,Friday,Commercial Street,0,Rainy,325,46,80,0
22:00-24:00,Friday,JC Road Multi-Level Parking,0,Rainy,300,55,75,0
08:00-10:00,Saturday,"Orion Mall, Malleshwaram",0,Windy,6200,719,494,0
02:00-04:00,Friday,"Manyata Tech Park, Hebbal",0,Cloudy,1700,556,223,0
14:00-16:00,Saturday,"Orion Mall, Malleshwaram",0,Rainy,6200,2155,178,1
14:00-16:00,Sunday,"Total Mall, Old Airport Road",0,Sunny,300,44,39,1
06:00-08:00,Sunday,Commercial Street,0,Rainy,325,20,69,0
14:00-16:00,Wednesday,"Mantri Square Mall, Malleswaram",1,Cloudy,2350,397,182,0
10:00-12:00,Wednesday,"Orion Mall, Malleshwaram",1,Windy,6200,1324,336,0
02:00-04:00,Tuesday,Commercial Street,0,Windy,325,21,91,1
02:00-04:00,Monday,Citywide Parking Overview,0,Sunny,5300,708,2443,0
16:00-18:00,Saturday,"Phoenix Marketcity, Whitefield",0,Windy,2200,162,36,0
02:00-04:00,Monday,"Manyata Tech Park, Hebbal",0,Rainy,1700,264,252,0
00:00-02:00,Saturday,KR Market Parking Complex,0,Rainy,370,28,144,0
16:00-18:00,Tuesday,Freedom Park,0,Rainy,1400,299,111,0
22:00-24:00,Thursday,JC Road Multi-Level Parking,0,Windy,300,26,22,1
08:00-10:00,Sunday,Citywide Parking Overview,0,Windy,5300,196,897,0
12:00-14:00,Sunday,KR Market Parking Complex,0,Rainy,370,12,91,0
08:00-10:00,Monday,KR Market Parking Complex,0,Cloudy,370,33,96,0
22:00-24:00,Thursday,"Phoenix Marketcity, Whitefield",0,Cloudy,2200,710,225,0
14:00-16:00,Tuesday,"Mantri Square Mall, Malleswaram",0,Cloudy,2350,513,253,1
14:00-16:00,Saturday,"Orion Mall, Malleshwaram",0,Rainy,6200,1543,347,0
00:00-02:00,Monday,KR Market Parking Complex,0,Windy,370,38,193,0
12:00-14:00,Sunday,Church Street,0,Rainy,500,39,158,1
00:00-02:00,Monday,JC Road Multi-Level Parking,0,Sunny,300,70,71,0
16:00-18:00,Tuesday,KR Market Parking Complex,0,Sunny,370,12,79,0
18:00-20:00,Friday,Freedom Park,0,Cloudy,1400,105,58,1
00:00-02:00,Tuesday,Commercial Street,1,Sunny,325,13,58,1
18:00-20:00,Sunday,KR Market Parking Complex,0,Rainy,370,7,42,0
06:00-08:00,Thursday,Indiranagar 100 Feet Road,0,Windy,400,51,181,0
20:00-22:00,Wednesday,"International Tech Park (ITPL), Whitefield",0,Sunny,1400,197,63,1
04:00-06:00,Friday,JC Road Multi-Level Parking,1,Rainy,300,15,54,1
18:00-20:00,Saturday,Commercial Street,0,Cloudy,325,7,27,1
22:00-24:00,Friday,Indiranagar 100 Feet Road,0,Windy,400,61,91,1
20:00-22:00,Saturday,Commercial Street,0,Cloudy,325,6,44,0
14:00-16:00,Saturday,Commercial Street,0,Rainy,325,36,45,0
00:00-02:00,Wednesday,Brigade Road,0,Sunny,385,41,125,0
06:00-08:00,Sunday,"International Tech Park (ITPL), Whitefield",0,Rainy,1400,184,92,0
12:00-14:00,Sunday,Church Street,0,Sunny,500,93,132,0
04:00-06:00,Wednesday,"Mantri Square Mall, Malleswaram",1,Sunny,2350,629,184,0
14:00-16:00,Saturday,"Phoenix Marketcity, Whitefield",0,Windy,2200,350,97,0
16:00-18:00,Monday,Jayanagar 4th Block,0,Windy,550,33,31,1
02:00-04:00,Friday,JC Road Multi-Level Parking,0,Sunny,300,73,83,0
12:00-14:00,Tuesday,KR Market Parking Complex,0,Rainy,370,34,190,0
12:00-14:00,Saturday,"Total Mall, Old Airport Road",0,Rainy,300,38,33,0
12:00-14:00,Friday,Freedom Park,0,Windy,1400,145,58,1
00:00-02:00,Thursday,JC Road Multi-Level Parking,0,Windy,300,72,84,0
12:00-14:00,Thursday,"International Tech Park (ITPL), Whitefield",0,Sunny,1400,363,147,0
06:00-08:00,Thursday,"Total Mall, Old Airport Road",0,Cloudy,300,61,121,0
04:00-06:00,Tuesday,Church Street,0,Sunny,500,34,133,1
00:00-02:00,Tuesday,Citywide Parking Overview,0,Rainy,5300,549,1976,0
08:00-10:00,Tuesday,"International Tech Park (ITPL), Whitefield",0,Cloudy,1400,469,214,0
16:00-18:00,Sunday,Freedom Park,0,Rainy,1400,141,54,0
08:00-10:00,Friday,Freedom Park,1,Rainy,1400,215,147,0
08:00-10:00,Wednesday,Commercial Street,0,Rainy,325,49,182,0
10:00-12:00,Saturday,"Orion Mall, Malleshwaram",0,Sunny,6200,1739,138,1
08:00-10:00,Thursday,Commercial Street,0,Cloudy,325,27,68,0
06:00-08:00,Friday,Church Street,0,Sunny,500,90,95,1
00:00-02:00,Sunday,KR Market Parking Complex,0,Windy,370,14,86,0
16:00-18:00,Wednesday,"Phoenix Marketcity, Whitefield",0,Rainy,2200,138,63,1
14:00-16:00,Saturday,Freedom Park,0,Rainy,1400,415,64,0
16:00-18:00,Saturday,KR Market Parking Complex,0,Cloudy,370,11,27,0
10:00-12:00,Wednesday,Commercial Street,0,Windy,325,46,183,0
02:00-04:00,Monday,JC Road Multi-Level Parking,0,Windy,300,68,55,0
00:00-02:00,Wednesday,Church Street,1,Sunny,500,54,89,1
08:00-10:00,Saturday,"Manyata Tech Park, Hebbal",0,Sunny,1700,291,142,1
04:00-06:00,Thursday,Commercial Street,0,Cloudy,325,44,113,0
12:00-14:00,Monday,Church Street,0,Windy,500,121,91,0
00:00-02:00,Tuesday,"Phoenix Marketcity, Whitefield",0,Sunny,2200,481,194,1
12:00-14:00,Tuesday,Church Street,0,Cloudy,500,116,218,0
00:00-02:00,Monday,KR Market Parking Complex,0,Windy,370,25,80,0
10:00-12:00,Saturday,Brigade Road,0,Rainy,385,22,51,0
16:00-18:00,Friday,Indiranagar 100 Feet Road,0,Sunny,400,32,85,0
16:00-18:00,Friday,"Manyata Tech Park, Hebbal",1,Sunny,1700,129,100,0
00:00-02:00,Tuesday,"Orion Mall, Malleshwaram",1,Cloudy,6200,1162,350,0
16:00-18:00,Friday,KR Market Parking Complex,0,Sunny,370,12,79,0
00:00-02:00,Thursday,Citywide Parking Overview,0,Cloudy,5300,771,1259,0
00:00-02:00,Sunday,"Mantri Square Mall, Malleswaram",1,Windy,2350,363,228,0
16:00-18:00,Tuesday,"Manyata Tech Park, Hebbal",0,Cloudy,1700,382,135,0
14:00-16:00,Thursday,Brigade Road,0,Rainy,385,27,85,0
02:00-04:00,Monday,JC Road Multi-Level Parking,0,Windy,300,50,57,0
06:00-08:00,Wednesday,Church Street,0,Cloudy,500,68,58,0
02:00-04:00,Friday,"Manyata Tech Park, Hebbal",0,Windy,1700,612,198,0
16:00-18:00,Saturday,Jayanagar 4th Block,1,Cloudy,550,29,40,0
02:00-04:00,Wednesday,Brigade Road,1,Cloudy,385,14,43,0
14:00-16:00,Wednesday,JC Road Multi-Level Parking,0,Sunny,300,96,94,0
10:00-12:00,Friday,Jayanagar 4th Block,0,Sunny,550,50,205,0
02:00-04:00,Sunday,Church Street,0,Sunny,500,51,65,0
14:00-16:00,Tuesday,Citywide Parking Overview,1,Cloudy,5300,350,1014,0
00:00-02:00,Thursday,KR Market Parking Complex,0,Cloudy,370,48,182,0
22:00-24:00,Sunday,Indiranagar 100 Feet Road,0,Windy,400,40,37,0
02:00-04:00,Sunday,Brigade Road,0,Rainy,385,32,145,0
20:00-22:00,Tuesday,"Total Mall, Old Airport Road",0,Sunny,300,15,44,0
18:00-20:00,Sunday,"Orion Mall, Malleshwaram",0,Sunny,6200,462,130,0
00:00-02:00,Saturday,Freedom Park,0,Rainy,1400,170,113,0
20:00-22:00,Thursday,Commercial Street,0,Rainy,325,18,59,0
12:00-14:00,Monday,"Manyata Tech Park, Hebbal",0,Sunny,1700,557,142,0
02:00-04:00,Thursday,"Phoenix Marketcity, Whitefield",0,Cloudy,2200,529,59,1
12:00-14:00,Friday,Indiranagar 100 Feet Road,0,Cloudy,400,36,61,0
04:00-06:00,Monday,Citywide Parking Overview,0,Windy,5300,671,915,0
20:00-22:00,Tuesday,Freedom Park,0,Windy,1400,270,70,0
12:00-14:00,Tuesday,Indiranagar 100 Feet Road,0,Windy,400,48,47,1
10:00-12:00,Saturday,Church Street,0,Windy,500,46,65,0
06:00-08:00,Saturday,Citywide Parking Overview,0,Rainy,5300,325,983,1
12:00-14:00,Tuesday,"Mantri Square Mall, Malleswaram",0,Cloudy,2350,655,295,0
18:00-20:00,Saturday,Jayanagar 4th Block,0,Sunny,550,26,36,0
14:00-16:00,Thursday,Indiranagar 100 Feet Road,0,Cloudy,400,59,57,0
12:00-14:00,Thursday,"Manyata Tech Park, Hebbal",0,Windy,1700,715,237,0
12:00-14:00,Wednesday,Freedom Park,0,Rainy,1400,275,191,0
10:00-12:00,Tuesday,"Total Mall, Old Airport Road",0,Cloudy,300,23,148,0
08:00-10:00,Thursday,KR Market Parking Complex,0,Rainy,370,18,80,1
00:00-02:00,Tuesday,Citywide Parking Overview,0,Rainy,5300,447,2695,0
10:00-12:00,Monday,"Orion Mall, Malleshwaram",0,Sunny,6200,984,239,1
20:00-22:00,Thursday,"Total Mall, Old Airport Road",0,Windy,300,18,62,0
02:00-04:00,Friday,Brigade Road,0,Sunny,385,12,55,1
22:00-24:00,Thursday,"International Tech Park (ITPL), Whitefield",0,Windy,1400,618,142,0
02:00-04:00,Monday,Brigade Road,0,Windy,385,26,107,1
18:00-20:00,Tuesday,Citywide Parking Overview,0,Rainy,5300,294,1260,0
14:00-16:00,Sunday,Brigade Road,1,Windy,385,15,84,0
14:00-16:00,Wednesday,"Mantri Square Mall, Malleswaram",0,Rainy,2350,997,172,0
12:00-14:00,Sunday,Jayanagar 4th Block,0,Windy,550,62,61,0
04:00-06:00,Sunday,Freedom Park,0,Sunny,1400,301,56,0
20:00-22:00,Wednesday,KR Market Parking Complex,0,Windy,370,10,75,0
00:00-02:00,Monday,Brigade Road,0,Windy,385,34,176,0
18:00-20:00,Wednesday,JC Road Multi-Level Parking,0,Rainy,300,43,24,0
04:00-06:00,Thursday,Citywide Parking Overview,0,Windy,5300,508,2737,0
22:00-24:00,Sunday,"Mantri Square Mall, Malleswaram",0,Rainy,2350,426,95,0
16:00-18:00,Sunday,"Orion Mall, Malleshwaram",0,Sunny,6200,410,97,0
18:00-20:00,Wednesday,Commercial Street,0,Cloudy,325,15,76,0
02:00-04:00,Tuesday,KR Market Parking Complex,1,Cloudy,370,12,42,0
10:00-12:00,Friday,"Phoenix Marketcity, Whitefield",1,Sunny,2200,737,172,0
10:00-12:00,Tuesday,Jayanagar 4th Block,1,Cloudy,550,100,41,0
10:00-12:00,Sunday,"Total Mall, Old Airport Road",0,Rainy,300,27,29,1
06:00-08:00,Saturday,"Phoenix Marketcity, Whitefield",0,Cloudy,2200,425,73,1
06:00-08:00,Wednesday,JC Road Multi-Level Parking,0,Windy,300,82,83,0
10:00-12:00,Friday,Jayanagar 4th Block,0,Cloudy,550,77,177,0
18:00-20:00,Tuesday,KR Market Parking Complex,0,Sunny,370,20,55,0
06:00-08:00,Sunday,"Mantri Square Mall, Malleswaram",0,Rainy,2350,230,160,0
08:00-10:00,Wednesday,JC Road Multi-Level Parking,0,Cloudy,300,82,93,0
16:00-18:00,Sunday,Citywide Parking Overview,0,Windy,5300,110,650,1
22:00-24:00,Wednesday,"Phoenix Marketcity, Whitefield",0,Cloudy,2200,884,355,0
16:00-18:00,Tuesday,Jayanagar 4th Block,0,Rainy,550,29,33,0
22:00-24:00,Tuesday,"Mantri Square Mall, Malleswaram",0,Cloudy,2350,355,107,1
10:00-12:00,Monday,Commercial Street,0,Rainy,325,44,108,0
08:00-10:00,Saturday,Citywide Parking Overview,0,Cloudy,5300,375,1255,0
08:00-10:00,Saturday,"Manyata Tech Park, Hebbal",0,Windy,1700,210,141,0
20:00-22:00,Tuesday,Citywide Parking Overview,0,Windy,5300,165,963,0
16:00-18:00,Friday,"Manyata Tech Park, Hebbal",0,Cloudy,1700,198,142,0
10:00-12:00,Thursday,Church Street,1,Cloudy,500,62,99,0
12:00-14:00,Sunday,"Manyata Tech Park, Hebbal",0,Sunny,1700,608,131,0
22:00-24:00,Saturday,"Phoenix Marketcity, Whitefield",1,Sunny,2200,560,91,0
10:00-12:00,Sunday,"Manyata Tech Park, Hebbal",1,Windy,1700,174,138,0
20:00-22:00,Friday,KR Market Parking Complex,0,Sunny,370,10,86,0
08:00-10:00,Friday,JC Road Multi-Level Parking,1,Windy,300,64,54,1
16:00-18:00,Friday,Freedom Park,0,Rainy,1400,86,91,1
20:00-22:00,Sunday,"Mantri Square Mall, Malleswaram",0,Cloudy,2350,143,70,0
12:00-14:00,Tuesday,"Phoenix Marketcity, Whitefield",1,Windy,2200,551,95,0
12:00-14:00,Sunday,"Total Mall, Old Airport Road",0,Sunny,300,34,66,0
20:00-22:00,Sunday,Commercial Street,0,Cloudy,325,14,37,0
00:00-02:00,Sunday,Commercial Street,0,Sunny,325,17,61,1
00:00-02:00,Wednesday,KR Market Parking Complex,1,Rainy,370,21,99,0
04:00-06:00,Thursday,JC Road Multi-Level Parking,0,Windy,300,73,97,0
10:00-12:00,Friday,Commercial Street,1,Windy,325,19,53,0
02:00-04:00,Saturday,Freedom Park,0,Rainy,1400,214,112,0
02:00-04:00,Wednesday,Jayanagar 4th Block,1,Sunny,550,70,93,1
08:00-10:00,Tuesday,KR Market Parking Complex,0,Cloudy,370,26,155,0
18:00-20:00,Saturday,JC Road Multi-Level Parking,0,Sunny,300,17,15,1
12:00-14:00,Thursday,Freedom Park,0,Cloudy,1400,301,129,0
18:00-20:00,Thursday,Citywide Parking Overview,0,Cloudy,5300,206,584,0
02:00-04:00,Thursday,Commercial Street,0,Windy,325,21,96,0
04:00-06:00,Wednesday,"Manyata Tech Park, Hebbal",0,Windy,1700,186,101,1
14:00-16:00,Friday,JC Road Multi-Level Parking,0,Cloudy,300,85,29,0
08:00-10:00,Thursday,"Orion Mall, Malleshwaram",0,Windy,6200,2522,286,0
14:00-16:00,Friday,"Total Mall, Old Airport Road",0,Cloudy,300,19,101,1
22:00-24:00,Wednesday,"Manyata Tech Park, Hebbal",0,Rainy,1700,555,270,0
22:00-24:00,Monday,Freedom Park,0,Sunny,1400,274,100,0
08:00-10:00,Tuesday,"Phoenix Marketcity, Whitefield",0,Rainy,2200,992,228,0
22:00-24:00,Monday,JC Road Multi-Level Parking,0,Sunny,300,64,41,0
10:00-12:00,Friday,KR Market Parking Complex,0,Rainy,370,38,138,0
08:00-10:00,Sunday,"Phoenix Marketcity, Whitefield",0,Windy,2200,165,207,0
14:00-16:00,Wednesday,"Orion Mall, Malleshwaram",0,Windy,6200,2718,551,0
02:00-04:00,Saturday,Indiranagar 100 Feet Road,0,Sunny,400,19,71,0
08:00-10:00,Sunday,"Manyata Tech Park, Hebbal",0,Windy,1700,216,102,0
02:00-04:00,Wednesday,"Mantri Square Mall, Malleswaram",0,Sunny,2350,803,168,0
00:00-02:00,Wednesday,"Phoenix Marketcity, Whitefield",0,Sunny,2200,608,238,0
22:00-24:00,Tuesday,"Phoenix Marketcity, Whitefield",0,Cloudy,2200,731,163,0
10:00-12:00,Thursday,"Mantri Square Mall, Malleswaram",0,Windy,2350,797,385,0
06:00-08:00,Wednesday,Commercial Street,0,Sunny,325,26,75,0
16:00-18:00,Wednesday,"Mantri Square Mall, Malleswaram",1,Cloudy,2350,287,88,0
18:00-20:00,Thursday,JC Road Multi-Level Parking,0,Sunny,300,14,53,0
00:00-02:00,Tuesday,"Mantri Square Mall, Malleswaram",1,Sunny,2350,309,193,0
12:00-14:00,Sunday,Commercial Street,1,Sunny,325,18,75,0
00:00-02:00,Sunday,"International Tech Park (ITPL), Whitefield",0,Cloudy,1400,409,97,0
10:00-12:00,Thursday,"International Tech Park (ITPL), Whitefield",0,Cloudy,1400,380,250,0
12:00-14:00,Wednesday,"Manyata Tech Park, Hebbal",0,Sunny,1700,480,157,0
18:00-20:00,Saturday,Church Street,0,Windy,500,18,28,0
14:00-16:00,Thursday,Commercial Street,0,Rainy,325,11,51,1
20:00-22:00,Saturday,Commercial Street,0,Sunny,325,10,23,0
02:00-04:00,Tuesday,"Phoenix Marketcity, Whitefield",1,Rainy,2200,594,137,1
04:00-06:00,Friday,"Mantri Square Mall, Malleswaram",0,Windy,2350,546,257,0
16:00-18:00,Monday,"Phoenix Marketcity, Whitefield",0,Rainy,2200,425,150,0
06:00-08:00,Saturday,"Phoenix Marketcity, Whitefield",0,Cloudy,2200,411,161,0
10:00-12:00,Thursday,Commercial Street,0,Windy,325,28,119,0
16:00-18:00,Friday,Jayanagar 4th Block,0,Windy,550,47,70,0
10:00-12:00,Friday,"International Tech Park (ITPL), Whitefield",0,Sunny,1400,614,132,0
02:00-04:00,Friday,Brigade Road,0,Rainy,385,39,172,0
04:00-06:00,Sunday,Indiranagar 100 Feet Road,0,Cloudy,400,46,44,1
06:00-08:00,Sunday,Citywide Parking Overview,0,Cloudy,5300,327,1186,0
14:00-16:00,Tuesday,Commercial Street,1,Rainy,325,16,80,0
14:00-16:00,Monday,Citywide Parking Overview,0,Sunny,5300,854,1862,0
00:00-02:00,Friday,"Total Mall, Old Airport Road",0,Sunny,300,59,54,0
22:00-24:00,Wednesday,"International Tech Park (ITPL), Whitefield",1,Rainy,1400,126,47,0
04:00-06:00,Monday,Brigade Road,0,Cloudy,385,23,71,1
16:00-18:00,Thursday,"Manyata Tech Park, Hebbal",0,Cloudy,1700,458,97,0
18:00-20:00,Sunday,"Phoenix Marketcity, Whitefield",0,Sunny,2200,125,92,0
16:00-18:00,Tuesday,"Phoenix Marketcity, Whitefield",0,Rainy,2200,411,110,0
02:00-04:00,Sunday,"Orion Mall, Malleshwaram",0,Sunny,6200,1209,167,1
14:00-16:00,Monday,"Phoenix Marketcity, Whitefield",0,Windy,2200,234,80,1
06:00-08:00,Friday,"International Tech Park (ITPL), Whitefield",0,Cloudy,1400,598,215,0
10:00-12:00,Wednesday,"Phoenix Marketcity, Whitefield",0,Sunny,2200,1166,210,0
16:00-18:00,Monday,"Manyata Tech Park, Hebbal",0,Rainy,1700,156,157,0
02:00-04:00,Tuesday,KR Market Parking Complex,0,Rainy,370,37,140,0
04:00-06:00,Wednesday,KR Market Parking Complex,0,Cloudy,370,47,92,0
22:00-24:00,Saturday,Commercial Street,1,Windy,325,22,78,0
22:00-24:00,Monday,"Total Mall, Old Airport Road",0,Sunny,300,27,67,0
04:00-06:00,Monday,"International Tech Park (ITPL), Whitefield",0,Sunny,1400,344,180,0
20:00-22:00,Monday,KR Market Parking Complex,0,Cloudy,370,21,79,0
16:00-18:00,Tuesday,"Phoenix Marketcity, Whitefield",0,Rainy,2200,547,109,0
08:00-10:00,Friday,KR Market Parking Complex,0,Windy,370,40,196,0
20:00-22:00,Monday,Brigade Road,0,Rainy,385,18,33,0
10:00-12:00,Tuesday,Brigade Road,0,Sunny,385,45,72,0
06:00-08:00,Monday,"Mantri Square Mall, Malleswaram",0,Cloudy,2350,1040,322,0
02:00-04:00,Friday,Indiranagar 100 Feet Road,0,Cloudy,400,77,72,0
18:00-20:00,Sunday,"Total Mall, Old Airport Road",1,Cloudy,300,6,32,0
18:00-20:00,Monday,Brigade Road,0,Rainy,385,11,50,1
20:00-22:00,Friday,"Total Mall, Old Airport Road",0,Rainy,300,16,33,1
12:00-14:00,Saturday,"Total Mall, Old Airport Road",0,Windy,300,27,33,0
14:00-16:00,Sunday,"Orion Mall, Malleshwaram",0,Rainy,6200,1045,197,0
10:00-12:00,Wednesday,Freedom Park,0,Sunny,1400,649,156,0
04:00-06:00,Monday,Jayanagar 4th Block,0,Windy,550,73,194,0
16:00-18:00,Tuesday,Brigade Road,1,Windy,385,12,66,0
04:00-06:00,Sunday,Brigade Road,0,Windy,385,30,137,0
02:00-04:00,Sunday,Church Street,0,Sunny,500,43,60,0
22:00-24:00,Friday,Commercial Street,0,Rainy,325,26,91,0
06:00-08:00,Wednesday,"Total Mall, Old Airport Road",0,Cloudy,300,24,63,0
18:00-20:00,Monday,"Phoenix Marketcity, Whitefield",0,Windy,2200,226,159,0
10:00-12:00,Wednesday,Commercial Street,0,Rainy,325,33,157,0
18:00-20:00,Thursday,"Mantri Square Mall, Malleswaram",1,Windy,2350,191,97,1
20:00-22:00,Saturday,Indiranagar 100 Feet Road,0,Cloudy,400,21,31,0
16:00-18:00,Thursday,JC Road Multi-Level Parking,0,Sunny,300,35,45,0
04:00-06:00,Tuesday,"International Tech Park (ITPL), Whitefield",0,Cloudy,1400,490,163,0
08:00-10:00,Sunday,Brigade Road,0,Cloudy,385,37,153,0
16:00-18:00,Tuesday,Brigade Road,0,Sunny,385,16,63,0
04:00-06:00,Tuesday,Church Street,0,Rainy,500,85,94,0
06:00-08:00,Wednesday,Jayanagar 4th Block,1,Sunny,550,50,52,0
16:00-18:00,Monday,"Mantri Square Mall, Malleswaram",0,Cloudy,2350,596,94,0
20:00-22:00,Wednesday,"Total Mall, Old Airport Road",0,Cloudy,300,32,30,0
06:00-08:00,Wednesday,"Phoenix Marketcity, Whitefield",0,Cloudy,2200,711,299,0
08:00-10:00,Saturday,Freedom Park,0,Rainy,1400,422,146,0
18:00-20:00,Sunday,Commercial Street,0,Rainy,325,9,17,0
18:00-20:00,Sunday,"International Tech Park (ITPL), Whitefield",1,Sunny,1400,124,76,0
02:00-04:00,Thursday,"International Tech Park (ITPL), Whitefield",0,Windy,1400,262,241,0
02:00-04:00,Thursday,"Manyata Tech Park, Hebbal",1,Windy,1700,243,84,0
12:00-14:00,Monday,Jayanagar 4th Block,0,Sunny,550,85,104,0
06:00-08:00,Wednesday,"Total Mall, Old Airport Road",0,Cloudy,300,16,85,1
12:00-14:00,Wednesday,"Mantri Square Mall, Malleswaram",0,Rainy,2350,697,136,1
08:00-10:00,Tuesday,KR Market Parking Complex,0,Sunny,370,19,67,0
16:00-18:00,Tuesday,"Mantri Square Mall, Malleswaram",0,Windy,2350,326,109,0
02:00-04:00,Sunday,Indiranagar 100 Feet Road,0,Rainy,400,14,50,0
06:00-08:00,Tuesday,JC Road Multi-Level Parking,0,Rainy,300,70,96,0
20:00-22:00,Monday,Jayanagar 4th Block,0,Sunny,550,47,71,1
08:00-10:00,Thursday,JC Road Multi-Level Parking,0,Cloudy,300,43,48,0
08:00-10:00,Monday,"Manyata Tech Park, Hebbal",1,Cloudy,1700,275,161,0
14:00-16:00,Friday,"Total Mall, Old Airport Road",1,Cloudy,300,37,31,1
18:00-20:00,Friday,"Orion Mall, Malleshwaram",0,Sunny,6200,816,167,1
22:00-24:00,Thursday,Indiranagar 100 Feet Road,0,Cloudy,400,40,109,0
18:00-20:00,Tuesday,"Phoenix Marketcity, Whitefield",0,Rainy,2200,264,147,0
20:00-22:00,Monday,Jayanagar 4th Block,1,Rainy,550,40,60,0
02:00-04:00,Sunday,Commercial Street,0,Rainy,325,12,60,0
10:00-12:00,Tuesday,"Manyata Tech Park, Hebbal",0,Sunny,1700,478,311,0
04:00-06:00,Friday,"Orion Mall, Malleshwaram",0,Cloudy,6200,2835,254,0
04:00-06:00,Friday,Freedom Park,1,Sunny,1400,190,53,0
16:00-18:00,Saturday,Commercial Street,0,Windy,325,11,28,0
18:00-20:00,Tuesday,Church Street,0,Windy,500,42,31,0
04:00-06:00,Thursday,"Manyata Tech Park, Hebbal",0,Sunny,1700,424,153,1
06:00-08:00,Monday,"Phoenix Marketcity, Whitefield",1,Rainy,2200,295,207,0
14:00-16:00,Tuesday,"Phoenix Marketcity, Whitefield",0,Sunny,2200,572,168,0
10:00-12:00,Monday,"Mantri Square Mall, Malleswaram",0,Sunny,2350,1070,134,0
02:00-04:00,Friday,"Orion Mall, Malleshwaram",0,Windy,6200,1349,450,0
20:00-22:00,Thursday,Indiranagar 100 Feet Road,1,Sunny,400,9,25,0
10:00-12:00,Tuesday,Freedom Park,1,Windy,1400,153,65,0
10:00-12:00,Monday,Indiranagar 100 Feet Road,0,Sunny,400,39,66,1
22:00-24:00,Sunday,Commercial Street,0,Rainy,325,16,94,1
10:00-12:00,Thursday,Indiranagar 100 Feet Road,0,Windy,400,47,99,0
02:00-04:00,Saturday,Citywide Parking Overview,0,Windy,5300,481,1064,0
16:00-18:00,Sunday,"Manyata Tech Park, Hebbal",0,Windy,1700,106,50,0
08:00-10:00,Tuesday,"Orion Mall, Malleshwaram",0,Rainy,6200,2435,414,0
10:00-12:00,Saturday,"Phoenix Marketcity, Whitefield",1,Rainy,2200,559,155,0
14:00-16:00,Sunday,"Total Mall, Old Airport Road",0,Cloudy,300,17,51,0
20:00-22:00,Monday,Freedom Park,0,Windy,1400,128,62,1
00:00-02:00,Tuesday,Citywide Parking Overview,0,Cloudy,5300,561,2336,0
08:00-10:00,Tuesday,"Mantri Square Mall, Malleswaram",0,Windy,2350,632,273,0
02:00-04:00,Tuesday,Citywide Parking Overview,0,Rainy,5300,594,998,0
20:00-22:00,Tuesday,Citywide Parking Overview,0,Windy,5300,188,659,0
08:00-10:00,Friday,"Orion Mall, Malleshwaram",0,Sunny,6200,1877,531,0
04:00-06:00,Tuesday,"Orion Mall, Malleshwaram",0,Rainy,6200,2583,546,0
18:00-20:00,Tuesday,JC Road Multi-Level Parking,0,Windy,300,15,19,0
08:00-10:00,Sunday,Citywide Parking Overview,0,Sunny,5300,502,471,0
12:00-14:00,Tuesday,"Manyata Tech Park, Hebbal",0,Sunny,1700,636,326,0
10:00-12:00,Wednesday,Commercial Street,0,Cloudy,325,35,158,0
16:00-18:00,Saturday,"Orion Mall, Malleshwaram",0,Rainy,6200,1013,139,0
14:00-16:00,Friday,Brigade Road,0,Sunny,385,26,132,0
22:00-24:00,Friday,Church Street,0,Sunny,500,62,110,0
02:00-04:00,Monday,"International Tech Park (ITPL), Whitefield",0,Sunny,1400,584,165,0
18:00-20:00,Sunday,"Total Mall, Old Airport Road",0,Sunny,300,11,28,0
22:00-24:00,Thursday,Freedom Park,0,Rainy,1400,493,215,0
08:00-10:00,Sunday,"Phoenix Marketcity, Whitefield",0,Rainy,2200,647,178,1
10:00-12:00,Wednesday,"International Tech Park (ITPL), Whitefield",0,Cloudy,1400,448,176,0
